ticker,fecha,titulo,finbert_label,finbert_score,finbert_positive,finbert_negative,finbert_neutral,alpha_label,alpha_score
NVDA,20260519T224135,Gibraltar Industries stock hits 52-week low at $35.21 By Investing.com,negative,-0.962363051250577,0.011613322421908379,0.9739763736724854,0.014410260133445263,Neutral,0.103711
NVDA,20260519T205000,"Transcript : PTC Inc. Presents at J.P. Morgan 54th Annual Global Technology, Media and Communications Conference, May-19-2026 02",neutral,-0.0409669391810894,0.017562925815582275,0.05852986499667168,0.9239072203636169,Somewhat-Bullish,0.344735
NVDA,20260519T205000,"Transcript : QUALCOMM Incorporated Presents at J.P. Morgan 54th Annual Global Technology, Media and Communications Conference, May-19-2026 03",neutral,-0.01701374538242817,0.020308224484324455,0.037321969866752625,0.9423698782920837,Neutral,0.104899
NVDA,20260519T202838,Why Eaton (ETN) Is Benefiting From AI’s Grid-to-Chip Power Demands,positive,0.8743229415267706,0.8819364905357361,0.007613549008965492,0.11044993251562119,Somewhat-Bullish,0.214358
NVDA,20260519T202448,"Stock Market Today: SPY, QQQ Retreat as Inflation Pressures Drive Bond Yields Higher",negative,-0.9198357351124287,0.030026208609342575,0.9498619437217712,0.020111866295337677,Somewhat-Bullish,0.307657
NVDA,20260519T200518,Is American Express Stock Still Worth Buying After Earnings?,positive,0.8649591244757175,0.9182298183441162,0.053270693868398666,0.028499547392129898,Bullish,0.724643
NVDA,20260519T194029,Radcom (RDCM) Q1 2026 Earnings Transcript,positive,0.9411551402881742,0.9546403288841248,0.013485188595950603,0.03187441825866699,Somewhat-Bullish,0.296953
NVDA,20260519T194004,QIAGEN to advance AI-driven drug discovery with graph-based AI and curated bioinformatics knowledge with NVIDIA,positive,0.7265397049486637,0.734430193901062,0.0078904889523983,0.2576793134212494,Bullish,0.430672
NVDA,20260519T180831,Roper Technologies declares $0.91 quarterly dividend,positive,0.8234370341524482,0.8344445824623108,0.011007548309862614,0.1545478254556656,Somewhat-Bearish,-0.217068
NVDA,20260519T180252,Guarantor: JPMorgan Chase & Co.,neutral,0.07137651089578867,0.08351942151784897,0.012142910622060299,0.9043376445770264,Somewhat-Bullish,0.339969
NVDA,20260519T173815,"Nvidia shares set for US$350 billion price swing after earnings, options show",positive,0.8537694923579693,0.9120445251464844,0.05827503278851509,0.029680419713258743,Bullish,0.435693
NVDA,20260519T165850,"Entegris and Kulicke and Soffa Shares Plummet, What You Need To Know",negative,-0.9660696377977729,0.008391321636736393,0.9744609594345093,0.017147773876786232,Neutral,0.104585
NVDA,20260519T164133,Rocket Lab USA Inc Stock (RKLB) Moved Down by 7.90% on May 19: A Full Analysis,negative,-0.9688023244962096,0.007045217789709568,0.9758475422859192,0.017107214778661728,Somewhat-Bullish,0.324688
NVDA,20260519T163937,Mizuho Financial Group Inc Stock (MFG) Moved Up by 3.40% on May 19: Key Drivers Unveiled,positive,0.9367406535893679,0.9562145471572876,0.01947389356791973,0.02431163191795349,Somewhat-Bullish,0.319593
NVDA,20260519T163721,TER vs. CSCO: Which AI Infrastructure Stock Is the Better Buy?,positive,0.924452112056315,0.9337582588195801,0.009306146763265133,0.056935522705316544,Somewhat-Bullish,0.327746
NVDA,20260519T160652,"Kinder Morgan (NYSE: KMI) investors back board, auditor and 2026 executive pay",positive,0.746446461416781,0.7563929557800293,0.009946494363248348,0.23366063833236694,Neutral,0.127843
NVDA,20260519T154133,"Rocket Lab Sinks 9%, Planet Labs Tumbles 6%, Intuitive Machines Slides 5%: Space Rally Hits a Wall",negative,-0.942702017724514,0.01794920116662979,0.9606512188911438,0.021399587392807007,Neutral,0.101828
NVDA,20260519T154116,Bernstein stamps several bitcoin miners with “outperform” ratings: “An integral part of the AI value chain”,positive,0.7726125232875347,0.7822235226631165,0.009610999375581741,0.2081654965877533,Somewhat-Bullish,0.27473
NVDA,20260519T153827,Can SMCI Navigate CapEx & Inventory Headwinds Amid Rapid Scale-Up?,negative,-0.960574789904058,0.010303513146936893,0.9708783030509949,0.018818113952875137,Somewhat-Bullish,0.208055
NVDA,20260519T153814,"Micron, SanDisk Stocks Meet The Bond Time Bomb: 30-Year Yields Hit 19-Year Highs",negative,-0.9281333796679974,0.018378783017396927,0.9465121626853943,0.03510904684662819,Neutral,0.11697
NVDA,20260519T153021,A Look At Charles River Laboratories (CRL) Valuation After Recent Share Price Weakness,negative,-0.9577815867960453,0.010710325092077255,0.9684919118881226,0.02079777792096138,Bullish,0.514243
NVDA,20260519T150858,CoreWeave Has Raised $20 Billion in Capital This Year. Should Investors Be Worried?,positive,0.3325110971927643,0.6482751369476318,0.31576403975486755,0.0359608493745327,Somewhat-Bullish,0.247936
NVDA,20260519T150858,CoreWeave Has Raised $20 Billion in Capital This Year. Should Investors Be Worried?,positive,0.7084061354398727,0.8292644619941711,0.1208583265542984,0.04987721145153046,Neutral,0.123014
NVDA,20260519T144527,"Automation Anywhere Collaborates with Cisco, NVIDIA, Okta, and OpenAI, Launching EnterpriseClaw to Run Next-Generation AI Agents Inside Enterprise Systems – Company Announcement - FT.com",neutral,0.3384138774126768,0.34726211428642273,0.008848236873745918,0.6438896656036377,Bullish,0.421897
NVDA,20260519T144526,"Cisco, NVIDIA, Okta, OpenAI team on EnterpriseClaw for secure AI agents",positive,0.5492103099822998,0.5585236549377441,0.009313344955444336,0.4321630299091339,Somewhat-Bullish,0.224386
NVDA,20260519T144040,NorthCoast Asset Management Boosts iShares iBonds Dec 2027 ETF Position,positive,0.9292110307142138,0.9402769804000854,0.011065949685871601,0.04865698888897896,Neutral,0.115964
NVDA,20260519T144030,Tradr 2X Long CLSK Daily ETF call volume above normal and directionally bullish,positive,0.7737350538372993,0.8523980975151062,0.07866304367780685,0.06893884390592575,Bearish,-0.429972
NVDA,20260519T143753,KLAC Stock Skyrockets 59% in 6 Months: Is More Upside Ahead?,positive,0.9299216195940971,0.9545936584472656,0.024672038853168488,0.02073429338634014,Somewhat-Bullish,0.344201
NVDA,20260519T142050,This Will Be Johnson and Johnson’s Stock Price in 2027,positive,0.9359360300004482,0.953309953212738,0.01737392321228981,0.029316149652004242,Neutral,0.103376
NVDA,20260519T141611,Qualcomm Inc Stock (QCOM) Moved Down by 3.72% on May 19: Key Drivers Unveiled,negative,-0.9665523828007281,0.006976479198783636,0.9735288619995117,0.01949465088546276,Neutral,-0.109357
NVDA,20260519T141517,Seagate Technology Holdings PLC Stock (STX) Moved Down by 3.20% on May 19: What Investors Need To Know,negative,-0.9678043005988002,0.007291269488632679,0.9750955700874329,0.017613057047128677,Neutral,-0.101338
NVDA,20260519T140824,"SMCI SHAREHOLDER NOTICE: Faruqi & Faruqi, LLP Reminds Super Micro (SMCI) Investors of Securities Class Action Deadline on May 26, 2026",negative,-0.6162180509418249,0.030618885532021523,0.6468369364738464,0.3225441575050354,Bearish,-0.639083
NVDA,20260519T140813,Otis Worldwide stock hits 52-week low at 70.62 USD,negative,-0.9666921058669686,0.008577032946050167,0.9752691388130188,0.016153844073414803,Neutral,0.141505
NVDA,20260519T135823,"Buy, Sell or Hold Synopsis Below $500?",negative,-0.9588469145819545,0.011447441764175892,0.9702943563461304,0.018258219584822655,Neutral,-0.106816
NVDA,20260519T133917,Barclays Research Expects Humanoid Robots to Fundamentally Reshape the Real Economy,positive,0.5027885120362043,0.5138278603553772,0.01103934831917286,0.4751327633857727,Somewhat-Bullish,0.309244
NVDA,20260519T133744,QUALCOMM Incorporated stock (US7475251036): chipmaker rides AI and smartphone demand after recent share price jump,positive,0.934992965310812,0.9502500891685486,0.015257123857736588,0.034492794424295425,Neutral,0.111865
NVDA,20260519T130856,"ICE, Ornn plan to launch GPU compute futures contracts",neutral,0.380986169911921,0.3929743468761444,0.011988176964223385,0.5950375199317932,Somewhat-Bullish,0.320065
NVDA,20260519T130814,Great News: Oracle Stock Could Be One of the Most Underrated AI Infrastructure Stocks,positive,0.9312460431829095,0.9463300108909607,0.015083967708051205,0.038586005568504333,Somewhat-Bullish,0.337449
NVDA,20260519T130810,Leostream Updates Remote Access Platform for Microsoft Azure,positive,0.906318218447268,0.9147401452064514,0.008421926759183407,0.0768379420042038,Somewhat-Bullish,0.318352
NVDA,20260519T125300,Oxford Lane Capital Corp. Q4 2026 Earnings Call Summary,negative,-0.9246369022876024,0.024348078295588493,0.9489849805831909,0.026666974648833275,Neutral,0.106511
NVDA,20260519T123946,Analyzing OKLO Post Q1 Results and Fresh AI-Nuclear Milestones,negative,-0.7576800957322121,0.10756739228963852,0.8652474880218506,0.027185160666704178,Somewhat-Bullish,0.214762
NVDA,20260519T123939,AI Chip Energy Efficiency: Hoth Therapeutics Restructures as Rocket One Inc. to Enter the AI Semiconductor Infrastructure Market with Acquisition of Exclusive Rights to Next Generation AI Semiconductor Acceleration Technology Built on Non-Volatile Nanomagnetic Semiconductor Architecture,neutral,0.19919503014534712,0.20706923305988312,0.007874202914536,0.7850565314292908,Bullish,0.429063
NVDA,20260519T123917,Needham reiterates Draganfly stock rating after acquisition,positive,0.9042621050029993,0.912815272808075,0.008553167805075645,0.07863161712884903,Neutral,0.131533
NVDA,20260519T120840,Google and Blackstone Join Forces to Topple Nvidia’s AI Cloud Dominance,positive,0.9280589604750276,0.9410501718521118,0.012991211377084255,0.045958612114191055,Somewhat-Bearish,-0.330107
NVDA,20260519T113825,"Intel, Qualcomm interested in AI chip startup: report (INTC:NASDAQ)",neutral,0.4400717858225107,0.45081251859664917,0.01074073277413845,0.5384467244148254,Neutral,0.134721
NVDA,20260519T111907,"Insider Selling: Taiwan Semiconductor Manufacturing (NYSE:TSM) VP Sells 200,000 Shares of Stock",negative,-0.966949206776917,0.007446187548339367,0.9743953943252563,0.01815837062895298,Somewhat-Bullish,0.318696
NVDA,20260519T110947,BofA reinstates ZoomInfo stock coverage with underperform rating,negative,-0.9370056688785553,0.02433028817176819,0.9613359570503235,0.014333736151456833,Neutral,0.148104
NVDA,20260519T110712,"Nvidia, Micron edge lower premarket; Alphabet, Blackstone higher",negative,-0.8729900307953358,0.056635838001966476,0.9296258687973022,0.013738395646214485,Somewhat-Bearish,-0.265731
NVDA,20260519T102744,Alphabet (GOOGL) Stock Hits 52-Week High as $5 Trillion Market Cap Comes Into View,positive,0.9283149801194668,0.9488955736160278,0.02058059349656105,0.030523907393217087,Neutral,0.124685
NVDA,20260519T100950,Tower Semiconductor (TSEM) Is Up 8.4% After $1.3B Silicon Photonics Deals Announced - Has The Bull Case Changed?,positive,0.9407366923987865,0.9588600397109985,0.01812334731221199,0.023016726598143578,Somewhat-Bullish,0.313059
META,20260519T154030,Hut 8 makes AI Push with $16M water project,positive,0.8101987708359957,0.8180257081985474,0.00782693736255169,0.17414741218090057,Neutral,0.11586
META,20260519T150858,CoreWeave Has Raised $20 Billion in Capital This Year. Should Investors Be Worried?,positive,0.3325110971927643,0.6482751369476318,0.31576403975486755,0.0359608493745327,Neutral,0.138532
META,20260519T150858,CoreWeave Has Raised $20 Billion in Capital This Year. Should Investors Be Worried?,positive,0.7084061354398727,0.8292644619941711,0.1208583265542984,0.04987721145153046,Somewhat-Bullish,0.152528
META,20260519T140810,What's Going On With Microsoft Stock Tuesday?,positive,0.11929333209991455,0.5295745730400085,0.410281240940094,0.060144223272800446,Neutral,0.101724
META,20260519T134800,ServiceNow Inc Stock (NOW) Opened Up by 4.80% on May 19: Facts Behind the Movement,positive,0.9164672307670116,0.9300016164779663,0.013534385710954666,0.056463971734046936,Neutral,0.001435
META,20260519T130732,"Enphase Energy, Inc. Trade Ideas — MIL:1ENPH",neutral,-0.20576601848006248,0.032465700060129166,0.23823171854019165,0.7293026447296143,Neutral,0.10571
META,20260519T124151,Rezolve Ai research accepted at ACM conference on commerce AI,positive,0.9306346457451582,0.9421358704566956,0.011501224711537361,0.04636293277144432,Neutral,0.109975
META,20260519T123946,Analyzing OKLO Post Q1 Results and Fresh AI-Nuclear Milestones,negative,-0.7576800957322121,0.10756739228963852,0.8652474880218506,0.027185160666704178,Somewhat-Bullish,0.203804
META,20260519T100917,"Sallie Mae (SLM): Buy, Sell, or Hold Post Q1 Earnings?",negative,-0.9575547827407718,0.010552083142101765,0.9681068658828735,0.021341077983379364,Somewhat-Bullish,0.340687
META,20260519T083920,"DoubleVerify Launches AI-Powered Content-Level Controls on Meta Threads, Strengthening Brand Protection",positive,0.7668515481054783,0.7759599089622498,0.009108360856771469,0.2149316817522049,Somewhat-Bullish,0.301322
META,20260519T080838,Revisiting asset allocation in an AI world,neutral,0.42728209123015404,0.446942538022995,0.019660446792840958,0.5333970189094543,Somewhat-Bullish,0.33973
META,20260519T073834,Have U.S. stocks become too expensive?,positive,0.9062126688659191,0.9251258373260498,0.01891316846013069,0.05596098676323891,Bullish,0.405064
META,20260519T073831,Has the AI arms race changed mega-cap tech?,positive,0.4228449985384941,0.5466045141220093,0.12375951558351517,0.32963600754737854,Somewhat-Bearish,-0.229584
META,20260519T063831,Have U.S. stocks become too expensive?,positive,0.8762102890759706,0.9029362201690674,0.026725931093096733,0.07033784687519073,Somewhat-Bullish,0.334281
META,20260519T063150,Corning Stock To $126?,negative,-0.9320702264085412,0.01480522658675909,0.9468754529953003,0.03831937164068222,Neutral,0.148559
META,20260519T033849,Has the AI arms race changed mega-cap tech?,neutral,0.09069667756557465,0.282064288854599,0.19136761128902435,0.5265681147575378,Neutral,0.127921
META,20260518T215034,This Nvidia-Backed Artificial Intelligence (AI) Infrastructure Company Is Solving a Key Problem. It Could Easily Become a Multibagger Stock in the Next 3 Years,positive,0.9249269058927894,0.9402124285697937,0.015285522677004337,0.04450207203626633,Bullish,0.532123
META,20260518T210818,Is Now the Time to Buy Forgotten FAANG Stock Netflix?,positive,0.9286047499626875,0.939873218536377,0.01126846857368946,0.04885831102728844,Neutral,0.100561
META,20260518T204100,SAP SE Stock (SAP) Closed Up by 3.27% on May 18: Drivers Behind the Movement,positive,0.9331215489655733,0.9531030654907227,0.019981516525149345,0.026915347203612328,Somewhat-Bearish,-0.204769
META,20260518T201456,Adobe Inc Stock (ADBE) Closed Up by 3.29% on May 18: A Full Analysis,positive,0.8817361555993557,0.9235759973526001,0.0418398417532444,0.03458414226770401,Somewhat-Bearish,-0.168834
META,20260518T200202,"Meta Platforms (META) trustee sold 130,062 shares; 9,195 RSU shares to be resold",neutral,-0.02137618139386177,0.02101711928844452,0.04239330068230629,0.9365895986557007,Neutral,0.020073
META,20260518T200102,"META (NASDAQ: META) insider Javier Olivan files multiple Rule 144 sales, Feb–May 2026",neutral,-0.016522174701094627,0.02062815986573696,0.03715033456683159,0.942221462726593,Neutral,-0.076901
META,20260518T200102,Meta Platforms (NASDAQ: META) reports Class A sale tied to RSU lapse,neutral,-0.03046545572578907,0.020868295803666115,0.051333751529455185,0.9277979135513306,Neutral,0.062265
META,20260518T193826,Has the AI arms race changed mega-cap tech?,neutral,-0.17021460831165314,0.2064809650182724,0.37669557332992554,0.41682350635528564,Somewhat-Bearish,-0.251026
META,20260518T191503,Applovin Corp Stock (APP) Moved Down by 3.01% on May 18: Key Drivers Unveiled,negative,-0.96724744560197,0.007049481850117445,0.9742969274520874,0.018653644248843193,Neutral,0.020164
META,20260518T163920,"DoubleVerify Holdings, Inc. has launched AI-powered content-level control features on Meta's Threads platform, aiming to significantly enhance brand safety capabilities.",positive,0.8744349903427064,0.8811877965927124,0.0067528062500059605,0.11205951869487762,Somewhat-Bullish,0.315655
META,20260518T163658,Viking Global Opens Fresh Apple Stake Worth Nearly $1 Billion As Big Tech Trade Roars Back,positive,0.9213988957926631,0.9319765567779541,0.010577660985291004,0.05744587630033493,Somewhat-Bullish,0.307439
META,20260518T153947,Papa John’s hit with class action over alleged tracking despite users rejecting cookies,negative,-0.8193767573684454,0.018271276727318764,0.8376480340957642,0.14408068358898163,Neutral,-0.130209
META,20260518T153806,Meta Platforms Inc Class A Trade Ideas — SIX:META,neutral,-0.015221726149320602,0.025632090866565704,0.04085381701588631,0.9335140585899353,Neutral,-0.088928
META,20260518T150830,Alphabet Inc. Class A Trade Ideas — LSX:A14Y6F,neutral,-0.18615932390093803,0.033341649919748306,0.21950097382068634,0.7471573948860168,Somewhat-Bearish,-0.241197
META,20260518T141610,Oracle Corp Stock (ORCL) Moved Down by 3.01% on May 18: Drivers Behind the Movement,negative,-0.9674304905347526,0.007065397221595049,0.9744958877563477,0.018438739702105522,Neutral,-0.114447
META,20260518T140933,DoubleVerify Rolls Out AI Content-Level Ad Controls Across Meta Threads Platform,positive,0.7979317982681096,0.8050631880760193,0.007131389807909727,0.1878054141998291,Somewhat-Bullish,0.246651
META,20260518T140721,Buy Cisco as a New Leader of the AI Networking Infrastructure Space,positive,0.9305679919198155,0.9430993795394897,0.012531387619674206,0.044369276612997055,Somewhat-Bullish,0.333816
META,20260518T134011,A Look At Crown Castle’s Valuation As Investors Reassess Its Tower Focused Reset,negative,-0.5768972933292389,0.1299959123134613,0.7068932056427002,0.16311083734035492,Somewhat-Bullish,0.211355
META,20260518T130933,"DoubleVerify Holdings, Inc. has launched AI-powered content-level control features on Meta's Threads platform, aiming to significantly enhance brand safety capabilities.",positive,0.6898787952959538,0.6985248923301697,0.008646097034215927,0.2928290069103241,Somewhat-Bullish,0.318003
META,20260518T130933,"DoubleVerify Launches AI-Powered Content-Level Controls on Meta Threads, Strengthening Brand Protection",positive,0.7819701060652733,0.7906742691993713,0.008704163134098053,0.20062154531478882,Somewhat-Bullish,0.305595
META,20260518T123720,Buy Cisco as a New Leader of the AI Networking Infrastructure Space,positive,0.9348216950893402,0.9488505125045776,0.014028817415237427,0.03712073713541031,Somewhat-Bullish,0.33461
META,20260518T114024,"Wesbanco Bank Inc. Has $55.86 Million Stake in Meta Platforms, Inc. $META",positive,0.9402566803619266,0.9526943564414978,0.012437676079571247,0.0348680205643177,Somewhat-Bullish,0.327493
META,20260518T114003,Nurix Therapeutics : NRIX,positive,0.6301042605191469,0.6434063911437988,0.013302130624651909,0.3432914614677429,Somewhat-Bearish,-0.334529
META,20260518T112513,Oppenheimer Boosts Oracle Stock Price Target as AI Demand Drives Growth,positive,0.939422246068716,0.9563968181610107,0.016974572092294693,0.026628609746694565,Somewhat-Bullish,0.315008
META,20260518T110913,A Look At Avnet (AVT) Valuation After StockStory Sell Rating And Cash Flow Concerns,negative,-0.5105475634336472,0.2300906926393509,0.740638256072998,0.029271109029650688,Somewhat-Bearish,-0.298621
META,20260518T110203,"Spear Advisors LLC Invests $4.80 Million in Arista Networks, Inc. $ANET",negative,-0.87418950535357,0.020985713228583336,0.8951752185821533,0.08383914083242416,Somewhat-Bullish,0.232141
META,20260518T103822,Nathan Bennett - Summit Financial Group | Raymond James,neutral,0.04065181594341993,0.055514849722385406,0.014863033778965473,0.9296221137046814,Neutral,-0.117851
META,20260518T100008,JPMorganChase’s Tracy-Ann Lim leads ad tech transformation at the bank,positive,0.7948090685531497,0.8032394051551819,0.008430336602032185,0.1883302628993988,Neutral,0.135615
META,20260518T093704,"North Dakota State Investment Board Makes New $4.64 Million Investment in Arista Networks, Inc. $ANET",positive,0.5261567272245884,0.5409488081932068,0.014792080968618393,0.44425907731056213,Bullish,0.50053
META,20260518T084700,Life after IBM: Brandywine tees up $31M in renovations for 66-acre Austin office campus,neutral,0.2472679279744625,0.2816109359264374,0.03434300795197487,0.6840460300445557,Neutral,0.117506
META,20260518T074651,Channel Wealth LLC Has $13.86 Million Holdings in Alphabet Inc. $GOOG,negative,-0.3007277250289917,0.333387553691864,0.6341152787208557,0.03249717876315117,Neutral,0.130014
META,20260518T030810,Nvidia’s Hidden Portfolio Just Doubled Down on CoreWeave Stock,positive,0.9340091785416007,0.9480471014976501,0.014037922956049442,0.037914980202913284,Somewhat-Bullish,0.345728
META,20260518T021637,Alphabet Inc. (Class A) stock (US02079K3059): cloud margins and AI hopes keep investors on alert,positive,0.9300344176590443,0.9477967619895935,0.01776234433054924,0.034440912306308746,Somewhat-Bullish,0.20309
META,20260517T180917,A Look At Check Point Software Technologies (CHKP) Valuation After Recent Share Price Rebound,positive,0.2999192178249359,0.6333829760551453,0.33346375823020935,0.033153235912323,Neutral,-0.107586
AAPL,20260525T123747,Intel Foundry’s Rio Rancho Facility To Become Its Crown Jewel In Production of Next-Gen Glass Substrates,positive,0.9143232330679893,0.9234286546707153,0.009105421602725983,0.0674659013748169,Somewhat-Bullish,0.3265
AAPL,20260525T110200,Warren Street Wealth Advisors LLC Trims Stock Position in Apple Inc. $AAPL,negative,-0.9101365692913532,0.037557732313871384,0.9476943016052246,0.014747953973710537,Somewhat-Bullish,0.255556
AAPL,20260525T110200,"True Link Financial Advisors LLC Acquires 1,725 Shares of Apple Inc. $AAPL",positive,0.9159138277173042,0.9270656108856201,0.011151783168315887,0.0617825873196125,Bullish,0.418168
AAPL,20260525T110200,"Wealth Alliance Advisory Group LLC Sells 2,176 Shares of Apple Inc. $AAPL",negative,-0.5857063084840775,0.18836139142513275,0.7740676999092102,0.03757096454501152,Somewhat-Bullish,0.274151
AAPL,20260525T110100,Apple Inc. $AAPL Shares Acquired by Vanguard Group Inc.,positive,0.8961246572434902,0.9280527234077454,0.03192806616425514,0.04001917690038681,Somewhat-Bullish,0.343668
AAPL,20260525T104706,"Sandy Cove Advisors LLC Raises Position in Netflix, Inc. $NFLX",positive,0.9373660106211901,0.9536721706390381,0.016306160017848015,0.03002162091434002,Neutral,-0.123681
AAPL,20260525T085858,"Impax Asset Management Group plc Sells 5,656 Shares of Apple Inc. $AAPL",positive,0.3942335247993469,0.6850897073745728,0.29085618257522583,0.024054037407040596,Bullish,0.395584
AAPL,20260525T085858,"Solidarity Wealth LLC Acquires 1,788 Shares of Apple Inc. $AAPL",positive,0.8693080144003034,0.879794716835022,0.010486702434718609,0.10971858352422714,Somewhat-Bullish,0.325944
AAPL,20260525T085857,Apple Inc. $AAPL Shares Acquired by Richard C. Young & CO. LTD.,positive,0.9321177154779434,0.9452400207519531,0.013122305274009705,0.04163774475455284,Somewhat-Bullish,0.336502
AAPL,20260525T085857,Apple Inc. $AAPL is Munich Reinsurance Co Stock Corp in Munich's 7th Largest Position,positive,0.8486640714108944,0.8562276363372803,0.0075635649263858795,0.1362086832523346,Bullish,0.401294
AAPL,20260525T082427,"Genus Capital Management Inc. Purchases 5,320 Shares of The Walt Disney Company $DIS",neutral,-0.01135227084159851,0.07112850993871689,0.0824807807803154,0.8463907241821289,Neutral,0.110694
AAPL,20260525T075900,Brickley Wealth Management Grows Holdings in Apple Inc. $AAPL,positive,0.9365170542150736,0.9540990591049194,0.017582004889845848,0.028318926692008972,Somewhat-Bullish,0.305734
AAPL,20260525T075900,First Interstate Bank Cuts Stake in Apple Inc. $AAPL,negative,-0.939296068623662,0.019640563055872917,0.9589366316795349,0.02142276056110859,Somewhat-Bullish,0.276942
AAPL,20260525T073259,AEGON ASSET MANAGEMENT UK Plc Has $465.49 Million Stock Position in Apple Inc. $AAPL,positive,0.9363487474620342,0.9536479711532593,0.017299223691225052,0.029052739962935448,Somewhat-Bullish,0.328583
AAPL,20260525T060835,Huawei plans new smartphone chips this fall as rivalry with Nvidia and Apple heats up,positive,0.8907735329121351,0.9216710329055786,0.03089749999344349,0.04743148386478424,Somewhat-Bearish,-0.220572
AAPL,20260524T220838,Qualcomm Stock Is the Sleeping Giant of the AI Revolution. It’s Starting to Wake Up.,positive,0.6805838234722614,0.6895168423652649,0.008933018893003464,0.30155014991760254,Neutral,0.112304
AAPL,20260524T214110,MP Materials (MP) Is Up 5.2% After Beating Q1 Estimates Amid Shifting China Supply Dynamics,positive,0.7455171644687653,0.8605858683586121,0.1150687038898468,0.02434544824063778,Somewhat-Bullish,0.324275
AAPL,20260524T204110,China Against Everybody: The New Geopolitics of Rare Earth Elements,neutral,0.28805456310510635,0.3574283719062805,0.06937380880117416,0.5731978416442871,Neutral,0.145193
AAPL,20260524T173932,Arm Holdings PLC (NASDAQ: ARM) Extends Weekly Rally to Nearly 50% on AI Chip Architecture Dominance,positive,0.9286691509187222,0.9486720561981201,0.020002905279397964,0.0313250757753849,Somewhat-Bullish,0.212824
AAPL,20260524T141010,3 Rare Earth Stocks That Win No Matter What China Does Next,positive,0.8097913321107626,0.8264214992523193,0.01663016714155674,0.1569482833147049,Neutral,-0.070575
AAPL,20260524T120823,Skyworks Solutions delivers 68% return after Fair Value signal,positive,0.9110892713069916,0.9342591166496277,0.02316984534263611,0.04257109761238098,Somewhat-Bullish,0.326736
AAPL,20260524T120807,"Nvidia Is Going To Have To Do An Apple On Dividends, Says Jim Cramer: Sounds 'Boring' But It Works",negative,-0.7645549401640892,0.10090193897485733,0.8654568791389465,0.03364111855626106,Somewhat-Bullish,0.303016
AAPL,20260524T113735,Is Alphabet Stock Still a Bargain?,positive,0.9342142250388861,0.95521080493927,0.02099657990038395,0.023792624473571777,Neutral,0.149549
AAPL,20260524T112729,Skyworks Solutions delivers 68% return after Fair Value signal,positive,0.9118941333144903,0.9303628206253052,0.018468687310814857,0.051168475300073624,Bullish,0.445483
